인허가일자,영업상태명,폐업일자,사업장명,지번주소,업태구분명,좌표정보(X),좌표정보(Y)
20100203,영업/정상,20250101,(주)신동진축산,"서울특별시 강서구 내발산동 754 1, 3층 ",식육판매업,184270.4165,449786.1559
20100317,폐업,20240131,총각네정육축산,서울특별시 강서구 방화동 579-1,식육판매업,183381.4864,452157.6706
20100319,폐업,20230810,(주)차오름푸드,서울특별시 강서구 가양동 187-4,식육판매업,185889.5926,451980.4359
20100329,취소/말소/만료/정지/중지,20230731,여물소축산,서울특별시 강서구 화곡동 341-31,식육판매업,186455.6462,447855.9038
20100329,폐업,20220621,축산마을,서울특별시 강서구 화곡동 373-14,식육판매업,185565.9265,448026.2167
20100415,폐업,20221216,대박축산,서울특별시 강서구 내발산동 723 1층 10호,식육판매업,185430.8962,449668.4226
20100510,영업/정상,20250101,황가네 푸줏간,서울특별시 강서구 등촌동 645-4 ,식육판매업,187686.5211,450231.2264
20100511,폐업,20250101,신토한우,서울특별시 강서구 염창동 264-10 ,식육판매업,188715.0659,449755.8449
20100607,취소/말소/만료/정지/중지,20230731,고창유통할인마트정육점,서울특별시 강서구 등촌동 691-3 부영상가 지하 101호,식육판매업,186115.8879,451264.7672
20100709,취소/말소/만료/정지/중지,20250101,진로마트정육점,서울특별시 강서구 가양동 54-5 1층 ,식육판매업,186374.4637,451431.2511
20100716,영업/정상,20250101,정진,서울특별시 강서구 공항동 42-4 지하1층 ,식육판매업,183202.6284,450982.7777
20100811,취소/말소/만료/정지/중지,20250101,한우지존,서울특별시 강서구 내발산동 657 우장산현대타운 2상가 102호 ,식육판매업,185813.1505,450434.0882
20100903,취소/말소/만료/정지/중지,20230731,에이원정육점,서울특별시 강서구 등촌동 700,식육판매업,186299.7427,450792.0165
20100910,영업/정상,20250101,청풍명월조합공동사업법인 서울지점,서울특별시 강서구 외발산동 427 강서농산물시장 친환경유통센터,식육판매업,184148.5715,450166.3605
20101006,폐업,20250101,미성생고기정육식당,서울특별시 강서구 화곡동 360-17 ,식육판매업,185512.5909,447847.679
20101019,취소/말소/만료/정지/중지,20250101,수일농산내정육코너,서울특별시 강서구 화곡동 798-4 ,식육판매업,187704.8245,447871.3541
20101105,폐업,20221124,청록원,서울특별시 강서구 내발산동 666-0,식육판매업,185566.3889,450307.5952
20101108,취소/말소/만료/정지/중지,20230731,(주)맛죤,서울특별시 강서구 공항동 1366-1,식육판매업,183812.2096,450265.3392
20101207,폐업,20250101,웰빙 마트,서울특별시 강서구 화곡동 776-5 지층 ,식육판매업,187854.2862,447851.3784
20101217,폐업,20250101,RS마트,서울특별시 강서구 내발산동 718-13 ,식육판매업,185389.5898,449781.2196
20101221,영업/정상,20250101,임대감,서울특별시 강서구 가양동 1479-4 씨드프라자 106호,식육판매업,186856.9376,451268.3893
20101227,영업/정상,20250101,금호축산,서울특별시 강서구 화곡동 98-209 지하1층,식육판매업,186113.1179,448973.1202
20101227,영업/정상,20250101,금호축산 도소매,서울특별시 강서구 화곡동 98-209 1층,식육판매업,186113.1179,448973.1202
20110110,폐업,20230629,마트앤마트,서울특별시 강서구 공항동 60-12 외4필지,식육판매업,183163.0626,450790.3684
20110218,취소/말소/만료/정지/중지,20250101,형제축산물도매센터,"서울특별시 강서구 방화동 579-1 지층 1,2호",식육판매업,183381.4864,452157.6706
20110308,폐업,20220126,대성,서울특별시 강서구 개화동 336-7 ,식육판매업,182249.7668,453650.8155
20110427,취소/말소/만료/정지/중지,20230731,착한축산물도매센터,서울특별시 강서구 화곡동 830-2,식육판매업,187426.1405,447873.7508
20110504,영업/정상,20250101,한국계란,서울특별시 강서구 화곡동 828-8 ,식용란수집판매업,187472.8327,447944.062
20110531,영업/정상,20250101,하모니마트강서구청점,서울특별시 강서구 화곡동 995-3 ,식육판매업,186496.2995,449937.2865
20110628,폐업,20230519,태산,서울특별시 강서구 화곡동 1048-7 1층,식용란수집판매업,185502.7812,448913.0812
20110628,영업/정상,20250101,대신푸드,서울특별시 강서구 화곡동 881-11 1층,식용란수집판매업,186866.2105,447459.831
20110707,폐업,20230725,성호유통,서울특별시 강서구 공항동 1351,식육판매업,183827.2753,450437.822
20110722,영업/정상,20250101,우미정육점,서울특별시 강서구 방화동 849 벽산에어트리움 보해마트 지하1층 110호,식육판매업,182876.3679,452247.3938
20110726,영업/정상,20250101,(주)지브,서울특별시 강서구 마곡동 739-1 마곡더블유타워 512호,식육판매업,183758.0,451652.0
20110831,영업/정상,20250101,(주)위델리에프에스,서울특별시 강서구 마곡동 800-15 이너매스마곡2 521호,식육판매업,,
20110901,영업/정상,20250101,5단지정육점,서울특별시 강서구 가양동 1481 ,식육판매업,187084.1032,451262.6534
20110921,영업/정상,20250101,(주)이랜드킴스클럽 강서점,서울특별시 강서구 등촌동 689 NC 강서점,식육판매업,185824.4285,450866.2521
20110927,영업/정상,20250101,신선닭집,서울특별시 강서구 방화동 587-10,식육판매업,182979.8707,451652.5023
20110927,영업/정상,20250101,(주)이후레쉬푸드,서울특별시 강서구 방화동 612-214,식육판매업,183021.7282,451355.6937
20111004,영업/정상,20250101,진진오리,서울특별시 강서구 방화동 607-172 ,식육판매업,183449.6917,451616.8867
20111011,영업/정상,20250101,푸르네축산,서울특별시 강서구 화곡동 98-84 ,식육판매업,186181.5973,448883.4483
20111011,폐업,20230519,푸르네축산,서울특별시 강서구 화곡동 98-84,식육판매업,186181.5973,448883.4483
20111018,취소/말소/만료/정지/중지,20230731,에코윌,서울특별시 강서구 화곡동 775-19 1층,식육판매업,187833.0115,448020.7419
20111025,취소/말소/만료/정지/중지,20250101,강서농협까치산역지점,서울특별시 강서구 화곡동 340-49 ,식육판매업,186327.1106,447904.6575
20111025,취소/말소/만료/정지/중지,20250101,농협중앙회등촌역지점,서울특별시 강서구 등촌동 648-6 비원오피스텔 101호 ,식육판매업,187999.3256,449920.3612
20111025,취소/말소/만료/정지/중지,20250101,강서농협가양역지점,서울특별시 강서구 등촌동 628 노블리움오피스텔 1층 ,식육판매업,187170.1106,450924.4155
20111026,영업/정상,20250101,(주)정정당당,서울특별시 강서구 화곡동 1069-3,식육판매업,185247.2815,448674.4298
20111109,취소/말소/만료/정지/중지,20250101,농협중앙회등촌역지점,서울특별시 강서구 등촌동 648-6 비원오피스텔 101호 ,식육판매업,187999.3256,449920.3612
20111109,취소/말소/만료/정지/중지,20250101,강서농협까치산역지점,서울특별시 강서구 화곡동 340-49 ,식육판매업,186327.1106,447904.6575
20111109,취소/말소/만료/정지/중지,20250101,강서농협가양역지점,서울특별시 강서구 등촌동 628 노블리움오피스텔 1층 ,식육판매업,187170.1106,450924.4155
20111123,취소/말소/만료/정지/중지,20250101,강서농협까지산역지점,서울특별시 강서구 화곡동 340-49 ,식육판매업,186327.1106,447904.6575
20111123,취소/말소/만료/정지/중지,20250101,강서농협가양역지점,서울특별시 강서구 등촌동 628 노블리움오피스텔 1층 ,식육판매업,187170.1106,450924.4155
20111123,취소/말소/만료/정지/중지,20250101,농협중앙회등촌역지점,서울특별시 강서구 등촌동 648-6 비원오피스텔 101호 ,식육판매업,187999.3256,449920.3612
20111125,영업/정상,20250101,강서아이쿱소비자생활협동조합(방화점),서울특별시 강서구 방화동 564-71 ,식육판매업,183267.186,452100.3394
20111130,취소/말소/만료/정지/중지,20230731,우리상사,서울특별시 강서구 공항동 683-1,식육판매업,183438.3603,450423.1944
20111205,영업/정상,20250101,롯데쇼핑(주)롯데마트김포공항점,서울특별시 강서구 방화동 886,식육판매업,182524.8238,451438.2509
20111209,취소/말소/만료/정지/중지,20250101,강서농협까치산역지점,서울특별시 강서구 화곡동 340-49 ,식육판매업,186327.1106,447904.6575
20111209,취소/말소/만료/정지/중지,20250101,강서농협가양역지점,서울특별시 강서구 등촌동 628 ,식육판매업,187170.1106,450924.4155
20111209,취소/말소/만료/정지/중지,20250101,농협중앙회등촌역지점,서울특별시 강서구 등촌동 648-6 ,식육판매업,187999.3256,449920.3612
20111214,영업/정상,20250101,한우촌,서울특별시 강서구 내발산동 750,식육판매업,184596.0547,450145.9973
20111220,영업/정상,20250101,대덕축산,서울특별시 강서구 공항동 1360-7 1층 102호,식용란수집판매업,183868.947,450214.899
20111222,영업/정상,20250101,안심한우판매점,서울특별시 강서구 등촌동 698-1 127호 ,식육판매업,186378.2318,450937.8772
20111227,영업/정상,20250101,옛날축산정육식당,서울특별시 강서구 화곡동 379-71,식육판매업,185574.8005,448375.097
20120117,폐업,20230912,임꺽정축산물도소매,서울특별시 강서구 화곡동 794-12 1층,식육판매업,187577.4621,447737.4582
20120224,취소/말소/만료/정지/중지,20230731,빅타임정육점,서울특별시 강서구 화곡동 24-322,식육판매업,186248.4426,449279.265
20120330,폐업,20230213,치킨사냥푸드,서울특별시 강서구 내발산동 755-4 지1층,식육판매업,184136.5454,449480.3651
20120403,취소/말소/만료/정지/중지,20230731,미스허.조쿠싼유통,서울특별시 강서구 화곡동 102-41,식육판매업,186317.7755,448684.8458
20120508,취소/말소/만료/정지/중지,20230731,우봉리,서울특별시 강서구 화곡동 772-67,식육판매업,187838.2316,448093.6329
20120514,취소/말소/만료/정지/중지,20230731,온고을푸드,서울특별시 강서구 가양동 231-4 지하1층,식육판매업,185826.6429,452250.0285
20120626,취소/말소/만료/정지/중지,20250101,임실축협하나로마트,서울특별시 강서구 화곡동 980-16 강서구청 내 ,식육판매업,186645.8154,449856.896
20120706,취소/말소/만료/정지/중지,20230731,이쿠에,서울특별시 강서구 등촌동 518-24,식육판매업,187456.348,449360.052
20120817,영업/정상,20250101,송화축산,서울특별시 강서구 내발산동 723-10 동부빌딩 1층 8호,식육판매업,185416.0116,449621.7538
20120903,취소/말소/만료/정지/중지,20250101,임실축협 하나로마트,서울특별시 강서구 화곡동 980-16 강서구청 내 ,식육판매업,186645.8154,449856.896
20120907,영업/정상,20250101,황금한우,서울특별시 강서구 내발산동 661-4 102호,식육판매업,186052.073,450363.2909
20120913,폐업,20250101,대청축산,서울특별시 강서구 염창동 264-18 ,식육판매업,188692.0332,449699.8326
20120920,폐업,20220707,생생푸줏간,서울특별시 강서구 공항동 301-61,식육판매업,183451.2953,450491.0175
20121113,취소/말소/만료/정지/중지,20230731,케이엔케이축산,서울특별시 강서구 화곡동 815-1,식육판매업,187496.8673,448308.856
20121119,취소/말소/만료/정지/중지,20230731,한우농장,서울특별시 강서구 화곡동 357-31,식육판매업,185606.0098,447653.8942
20121128,영업/정상,20250101,한우랑 돼지랑,서울특별시 강서구 화곡동 801-7,식육판매업,187584.3946,447883.3698
20121217,폐업,20230809,코아마트 정육코너,서울특별시 강서구 공항동 653,식육판매업,183429.5998,450632.2447
20121224,취소/말소/만료/정지/중지,20230731,형제축산,서울특별시 강서구 내발산동 701-10 호경빌딩 1층,식육판매업,185438.9071,449920.64
20130104,영업/정상,20250101,진로마트내진로축산,서울특별시 강서구 화곡동 929-1 ,식육판매업,185997.2493,447326.5486
20130111,영업/정상,20250101,드림축산,서울특별시 강서구 내발산동 722-16 태승훼미리APT상가114호,식육판매업,185361.722,449568.4392
20130201,취소/말소/만료/정지/중지,20250101,용인축산업협동조합,서울특별시 강서구 외발산동 427 내 ,식육판매업,184148.5715,450166.3605
20130305,영업/정상,20250101,황금축산,서울특별시 강서구 방화동 569-10 ,식육판매업,183317.9696,452274.3747
20130523,취소/말소/만료/정지/중지,20230731,주식회사 벌집,서울특별시 강서구 등촌동 533-3,식육판매업,187799.3047,449951.4437
20130527,영업/정상,20250101,남도(이야기),서울특별시 강서구 화곡동 29-50 1층 ,식육판매업,186469.9224,449335.4686
20130610,취소/말소/만료/정지/중지,20230731,목우촌 웰빙마을 가양역점,서울특별시 강서구 등촌동 628-6,식육판매업,187096.003,450820.4997
20130619,영업/정상,20250101,한우촌,서울특별시 강서구 방화동 830-5 ,식육판매업,183466.5077,452885.1902
20130627,폐업,20250101,나주축협 직거래장터,서울특별시 강서구 방화동 855 ,식육판매업,183331.2161,453279.7768
20130704,취소/말소/만료/정지/중지,20230731,이레덕,서울특별시 강서구 화곡동 341-62 1층,식육판매업,186412.6856,447818.0453
20130723,취소/말소/만료/정지/중지,20230731,경기축산물도소매센터,서울특별시 강서구 공항동 1367-1,식육판매업,183844.2954,450266.2278
20130826,영업/정상,20250101,토종한우 본가,서울특별시 강서구 내발산동 720-20 19호,식육판매업,185390.6419,449676.9546
20130829,영업/정상,20250101,레알한우,서울특별시 강서구 염창동 250-19,식육판매업,188745.8958,449815.6591
20130925,영업/정상,20250101,당진농장,서울특별시 강서구 공항동 1356-9 ,식용란수집판매업,183912.6146,450307.9248
20131021,영업/정상,20250101,동네축산,서울특별시 강서구 화곡동 1042-4 범용빌딩 1층 일부,식육판매업,185209.0444,448807.4476
20131028,취소/말소/만료/정지/중지,20230731,탐라명가,서울특별시 강서구 가양동 106-1,식육판매업,186026.9013,451688.4938
20131206,폐업,20230519,국민닭오리도소매,서울특별시 강서구 화곡동 774-14 6호,식육판매업,187801.5136,447915.3576
20131206,영업/정상,20250101,황금한우,서울특별시 강서구 화곡동 1096-19 1층 ,식육판매업,186702.3953,450243.9861
20140106,영업/정상,20250101,진로정육,서울특별시 강서구 가양동 1488 가양프라자 마트내 110호일부,식육판매업,187582.8517,451006.6691
20140319,영업/정상,20250101,육곳간,서울특별시 강서구 등촌동 366-142 ,식육판매업,187706.0167,449644.4099
20140325,영업/정상,20250101,동남종합유통,서울특별시 강서구 공항동 14-91 ,식육판매업,183524.2049,451227.0063
20140328,폐업,20230406,우리 한우 한돈,서울특별시 강서구 염창동 271,식육판매업,188129.7567,450064.2259
20140402,취소/말소/만료/정지/중지,20250101,하누미트,서울특별시 강서구 화곡동 504-41 ,식육판매업,187560.4268,448268.3143
20140411,영업/정상,20250101,신토불이,서울특별시 강서구 내발산동 657 우장산힐스테이트 상가2동 B01호,식육판매업,185813.1505,450434.0882
20140422,영업/정상,20250101,금성축산,서울특별시 강서구 등촌동 698-1 세신상가 지하1층 115호,식육판매업,186378.2318,450937.8772
20140523,영업/정상,20250101,종원이네 대박축산,서울특별시 강서구 화곡동 105-8 1층,식육판매업,186144.9326,448875.1512
20140609,취소/말소/만료/정지/중지,20230731,고기촌,서울특별시 강서구 화곡동 897-20,식육판매업,186544.9924,447597.0391
20140625,폐업,20230517,제이에스푸드,서울특별시 강서구 염창동 110-14,식육판매업,188835.4026,450046.5014
20140626,영업/정상,20250101,주식회사 축심푸드,서울특별시 강서구 방화동 575-20,식육판매업,183398.8641,452286.2585
20140703,영업/정상,20250101,별난한우 맛난한돈,서울특별시 강서구 화곡동 24-92 아덴하임 102호,식육판매업,186277.2259,449342.6795
20140709,영업/정상,20250101,포시즌식자재마트,서울특별시 강서구 내발산동 689-1 127호중 정육코너,식육판매업,184959.6079,450097.5948
20140730,영업/정상,20250101,대진할인마트,서울특별시 강서구 마곡동 403-1 ,식육판매업,184077.6061,451423.5212
20140801,폐업,20230517,팜스토리 내발산점,서울특별시 강서구 내발산동 659-4 1층,식육판매업,186097.6235,450527.1753
20140813,영업/정상,20250101,마블링 축산물전문판매점,서울특별시 강서구 내발산동 671 ,식육판매업,185775.3141,450250.1808
20140826,폐업,20230518,한우애,서울특별시 강서구 방화동 898 경동팰리스 1층 103호,식육판매업,183102.2381,452126.8274
20140902,영업/정상,20250101,은혜계란,서울특별시 강서구 방화동 249-293 인화빌딩 ,식용란수집판매업,183418.2283,451775.1182
20140930,영업/정상,20250101,한우장터,서울특별시 강서구 화곡동 1087-7 ,식육판매업,185413.3523,448509.5402
20141106,폐업,20230518,하모니마트,서울특별시 강서구 내발산동 665 1층 2호,식육판매업,185629.832,450332.1061
20141118,취소/말소/만료/정지/중지,20230731,좋은 고기,서울특별시 강서구 화곡동 1118-10 1층,식육판매업,186793.4416,449934.9851
20141126,영업/정상,20250101,예스 정육점,서울특별시 강서구 화곡동 1158 에스케이뷰 101동 지하2층 ,식육판매업,186059.5677,449557.728
20141126,취소/말소/만료/정지/중지,20230731,초원푸주간,서울특별시 강서구 내발산동 665-24 1층 코너,식육판매업,185617.9308,450298.274
20141127,영업/정상,20250101,늘봄 축산 사랑,서울특별시 강서구 화곡동 340-45 1층 ,식육판매업,186348.8874,447899.8896
20141209,영업/정상,20250101,1호미트,서울특별시 강서구 공항동 1356 1층 ,식육판매업,183897.0596,450376.0559
20150112,취소/말소/만료/정지/중지,20230731,서울닭집,서울특별시 강서구 화곡동 370-42 1층,식육판매업,185674.7932,448076.6837
20150302,폐업,20230629,목우촌서부축산,서울특별시 강서구 방화동 814 지하1층(D-7),식육판매업,183169.0826,452783.1582
20150302,영업/정상,20250101,(주)희락,서울특별시 강서구 방화동 483-4 1층 ,식육판매업,183214.0109,452423.9497
20150330,폐업,20220225,초록마을 우장산점,"서울특별시 강서구 화곡동 1005-3 상가1층 107,108,109호 ",식육판매업,185570.8979,449764.2657
20150430,폐업,20230705,플러스 정육점,서울특별시 강서구 방화동 256-1 1층 마트내,식육판매업,183705.0027,452067.4285
20150527,취소/말소/만료/정지/중지,20230731,엉터리생고기 신방화역점,서울특별시 강서구 마곡동 739-3 3층 308호,식육판매업,183902.0435,451664.2515
20150615,폐업,20230614,한우와 한돈,서울특별시 강서구 화곡동 1113-10,식육판매업,186961.357,450245.4907
20150707,영업/정상,20250101,주식회사 유성축산,서울특별시 강서구 외발산동 424 수협공판장 M-103호,식육판매업,183914.9383,450085.0146
20150821,폐업,20230523,한우등촌골,서울특별시 강서구 등촌동 511-1,식육판매업,187804.944,449498.8548
20151007,영업/정상,20250101,준정미트,서울특별시 강서구 방화동 598-8 2층 ,식육판매업,183358.6031,451609.0604
20151103,영업/정상,20250101,한우와 한돈,서울특별시 강서구 내발산동 723-7,식육판매업,185407.3227,449552.6963
20151105,영업/정상,20250101,강서 한우 정육점,서울특별시 강서구 방화동 609-65 1층,식육판매업,183276.1311,451348.2992
20151209,영업/정상,20250101,(주)미래푸드통상,서울특별시 강서구 마곡동 759 마곡센트럴타워Ⅱ ,식육판매업,184498.0,451786.0
20160106,영업/정상,20250101,(주)수인식자재,서울특별시 강서구 외발산동 427 식품종합상가동 3층 ,식용란수집판매업,184148.5715,450166.3605
20160106,영업/정상,20250101,(주)수인식자재,서울특별시 강서구 외발산동 427 식품종합상가동 1층,식육판매업,184148.5715,450166.3605
20160120,영업/정상,20250101,학교축산,서울특별시 강서구 화곡동 913-5 1 ,식육판매업,186083.5098,447378.9046
20160325,휴업,20250101,럭키마트 정육,서울특별시 강서구 화곡동 1071-19 ,식육판매업,185384.3227,448552.1247
20160411,영업/정상,20250101,에덴상회,서울특별시 강서구 공항동 14-83 1층 ,식용란수집판매업,183437.0148,451156.7396
20160418,영업/정상,20250101,등촌 정육식당,"서울특별시 강서구 등촌동 635-8 나동 1층 8, 9호",식육판매업,187826.8407,450341.2107
20160420,영업/정상,20250101,풍년집 정육점,서울특별시 강서구 방화동 598-18 1층 일반음식점내 ,식육판매업,183367.5801,451686.9326
20160725,폐업,20230627,영지축산물 유통센터,서울특별시 강서구 공항동 1355-8 1층,식육판매업,183861.4331,450343.5604
20160811,취소/말소/만료/정지/중지,20230731,풍성 정육점,서울특별시 강서구 방화동 829-5 1층 120호,식육판매업,183394.0322,452906.5213
20160826,취소/말소/만료/정지/중지,20230731,줌마고기,서울특별시 강서구 화곡동 1033-31 1층 104호,식육판매업,185599.0739,448970.4675
20160826,영업/정상,20250101,육남매 푸줏간,"서울특별시 강서구 화곡동 1041-35 1층, 지층 ",식육판매업,185191.945,448868.0994
20160826,영업/정상,20250101,한우1번지 정육,서울특별시 강서구 등촌동 631 1층 119호 ,식육판매업,187682.6904,450578.8928
20160829,영업/정상,20250101,OK정육점,서울특별시 강서구 화곡동 838-1 1층,식육판매업,187478.2451,447840.444
20160902,취소/말소/만료/정지/중지,20230731,610천사곱창,서울특별시 강서구 공항동 301-48 지하1층,식육판매업,183427.1932,450551.4068
20160928,취소/말소/만료/정지/중지,20230731,1조반찬,서울특별시 강서구 화곡동 902-11 1층,식육판매업,186396.7705,447485.4278
20161004,영업/정상,20250101,토종한우,서울특별시 강서구 방화동 817 방화7단지동성아파트 상가동 101호,식육판매업,183340.0397,453050.7338
20161021,영업/정상,20250101,H&K FOODS,서울특별시 강서구 화곡동 1104-5 2층 201호 ,식육판매업,186620.3503,450030.6096
20161108,폐업,20221128,한우리축산,서울특별시 강서구 내발산동 691 1층 102호,식육판매업,184896.3462,450118.2414
20161110,영업/정상,20250101,주식회사 일야 서울사무소,서울특별시 강서구 마곡동 798-9 사무실일부,식육판매업,184522.6027,450743.4362
20161111,폐업,20230530,(주)두리서울지사,서울특별시 강서구 공항동 1351-3 1층,식육판매업,183839.868,450409.9705
20161122,영업/정상,20250101,정다운축산,서울특별시 강서구 공항동 1365 1층,식육판매업,183768.8197,450264.4486
20161213,폐업,20230523,대박축산,서울특별시 강서구 마곡동 735 마곡엠밸리2단지상가 1층 102호,식육판매업,,
20170105,영업/정상,20250101,(주)원프로 인터내셔널,서울특별시 강서구 화곡동 982-13 2층 202호 ,식육판매업,186480.4753,449665.4156
20170314,영업/정상,20250101,횡성생고기,서울특별시 강서구 화곡동 778-15 1층,식육판매업,187742.227,447800.5113
20170316,영업/정상,20250101,명진축산,서울특별시 강서구 내발산동 719-8 1층 101호 ,식육판매업,185442.7236,449789.722
20170324,영업/정상,20250101,에스선미트,서울특별시 강서구 공항동 1352-3 1층 ,식육판매업,183807.9494,450406.7649
20170331,취소/말소/만료/정지/중지,20230731,박가네 정육점,서울특별시 강서구 공항동 73-8 1층,식육판매업,182960.2408,451022.8317
20170407,영업/정상,20250101,재단법인 행복에프앤씨(자연이랑 분사무소),서울특별시 강서구 마곡동 782-4 401-405일부호,식육판매업,,
20170418,취소/말소/만료/정지/중지,20230731,(주)왕미트,서울특별시 강서구 화곡동 1060-17 지하1층,식육판매업,186014.3559,449014.4421
20170720,영업/정상,20250101,정진미트,서울특별시 강서구 방화동 615-37 1층 ,식육판매업,182990.8358,451387.5772
20170726,영업/정상,20250101,주식회사 더자연,서울특별시 강서구 마곡동 799-2 푸리마타워 912호,식육판매업,,
20170831,취소/말소/만료/정지/중지,20230731,강서양천키즈,서울특별시 강서구 공항동 1346-8 1층,식육판매업,183993.2054,450392.6166
20170914,영업/정상,20250101,염창축산,서울특별시 강서구 염창동 241-13,식육판매업,188042.3444,450388.0165
20170919,영업/정상,20250101,수연유통,서울특별시 강서구 공항동 1366-6 1층 ,식용란수집판매업,183813.9793,450192.0717
20171102,영업/정상,20250101,대박축산,서울특별시 강서구 등촌동 697 경원프라자 1층 105호,식육판매업,186355.1127,450997.0237
20180116,취소/말소/만료/정지/중지,20230731,주식회사 룩엔(식육),서울특별시 강서구 마곡동 743-4 마곡엠밸리7단지 713동 1002호,식육판매업,184333.0321,451471.101
20180123,영업/정상,20250101,SH 미트,서울특별시 강서구 방화동 607-150 명문명가 ,식육판매업,183494.8163,451594.2327
20180206,영업/정상,20250101,강푸드,서울특별시 강서구 공항동 1359-4 1층 ,식육판매업,183991.007,450330.2636
20180206,영업/정상,20250101,주식회사 한가람비앤피,서울특별시 강서구 화곡동 56-499 타운스빌라 101호,식육판매업,186667.3892,448604.89
20180305,영업/정상,20250101,(주)터스크,서울특별시 강서구 화곡동 918-20 902호 ,식육판매업,186170.5411,447545.8242
20180423,폐업,20230425,축산이야기,서울특별시 강서구 화곡동 362-71 덕용빌딩,식육판매업,185752.9571,447904.6205
20180622,폐업,20220111,공항할인마트,서울특별시 강서구 방화동 614-52 ,식육판매업,183243.4686,451415.8358
20180626,영업/정상,20250101,한우리(정육점),서울특별시 강서구 염창동 248-6 ,식육판매업,188594.6162,449910.2294
20180628,폐업,20220718,동아정육점,서울특별시 강서구 염창동 258-1 염창동동아3차아파트 309동 105-1호,식육판매업,189098.8068,449777.6596
20180710,영업/정상,20250101,(주)홈앤쇼핑,서울특별시 강서구 마곡동 798 7층 홈앤쇼핑,식육판매업,184382.0,450838.0
20180817,영업/정상,20250101,황금축산,서울특별시 강서구 가양동 1480-4 하모니마트내 ,식육판매업,186971.1205,451191.2
20180820,영업/정상,20250101,(주)솔미트,서울특별시 강서구 화곡동 1091 화곡푸르지오B상가동 104호,식육판매업,185034.347,449164.9725
20180823,폐업,20230614,(주)이디씨코리아,서울특별시 강서구 마곡동 799-16 505호,식육판매업,184738.2611,450672.3511
20180913,영업/정상,20250101,와이지푸드,서울특별시 강서구 마곡동 800-3 우성에스비타워Ⅱ 516호,식육판매업,,
